Article ID,If you read,Rec ID 1,Recommendation 1,Rec ID 2,Recommendation 2,Rec ID 3,Recommendation 3,Rec ID 4,Recommendation 4,Rec ID 5,Recommendation 5
-6999287066519531005,Lightning Distribution for Drupal: Build Advanced Authoring Experiences in Drupal 8,-6863138929434705713,State of Drupal 2016 survey | Dries Buytaert,6868454399455433725,7. What's in this for me?,4555339116751579515,Meet Aquifer: A build system for easier Drupal development,-5017021199558167721,Dries Buytaert,2435024834845042614,How To Manage Your Drupal Patches with 'Drush Patch File' | Chromatic
-5658245291907121574,Machine Learning and the VP Debate,-7126520323752764957,"How Google is Remaking Itself as a ""Machine Learning First"" Company - Backchannel",786135087362634258,Why Steve Jobs Was Proud to Steal Ideas,3566197569262766169,Gmail API: New endpoints for settings,-1060990524105135617,"Introducing a new developer show ""Machine Learning: Recipes for New Developers""",-6467708104873171151,5 reasons your employees aren't sharing their knowledge
-1637159115260338032,"Terrapattern is reverse image search for maps, powered by a neural network",1698483880714927645,"Google's AI engine is reading 2,865 romance novels to be more conversational",-6566328419164841526,"Feeding 10 billion people with cloud computing: Land O'Lakes, Inc. moves to Google Cloud Platform",-2990485643677949494,The Secret History of Agile Innovation,910894669274456978,"Franz - from idea to 10,000 daily active users in 26 days - Meet Franz",-3114161754347804356,How Google sets goals: OKRs - GV Library
-2273517184910006534,Venture Capitalists Inject Nearly Half a Billion in Bitcoin,,,,,,,,,,
1751822544912242581,Expanding our IDE support with a new Eclipse plugin for App Engine,7933362470375280252,"Detecting the use of ""curl | bash"" server side",-273156842634169039,4K movies come to the Google Play Movies & TV app,885269153482673496,"Filtering and formatting fun with gcloud, GCP's command line interface",7203367456821804602,1. Why ecommerce matters,6634206168889468590,3. The case for Drupal and SaaS
-1068603220639552685,Onde a tecnologia e o cuidado se encontram? - Saúde Business,-1463025432902754108,Transformação digital na Saúde: 3 pilares que devem ser reinventados - Saúde Business,-5794047401651735687,Dasa compra rede de laboratórios SalomãoZoppi,5726008417498979736,[Framework] Lean IT Governance,2050138727387005412,"Dasa anuncia compra do laboratório Leme, da Bahia",7077639154797499584,[Tools] XMind Plus - Last Chance for students' 1$ gift
4241385837165861843,Understanding the Twitter topic Tracker,5350829677696205474,2016 will be the year of conversational commerce - Chris Messina,-3964583697784528168,Caravel: Airbnb's data exploration platform - Airbnb Engineering & Data Science,786135087362634258,Why Steve Jobs Was Proud to Steal Ideas,-1173087925894083974,AI can learn from data without ever having access to it,7400247075626691905,Google may unveil Android VR headset at I/O conference
8878031598946138458,"Inbox by Gmail now helps you track calendar events, save links and stay on top of newsletters",-1081723567492738167,'Magenta' Is Google's New Project To Make Art With Artificial Intelligence,-7051470020148066326,'Machine learning' is a revolution as big as the internet or personal computers,-6467708104873171151,5 reasons your employees aren't sharing their knowledge,7813943820850065086,Twitter adds a button to help you train its algorithm,6525794335263078309,The Startup Pivot Pyramid - How to Pivot Your Startup the Right Away Using Growth Marketing Mindset
-6727357771678896471,This Super Accurate Portrait Selection Tech Uses Neural Networks,-3269885695260066314,The Competitive Landscape for Machine Intelligence,201515581783532281,CrowdFlower raises $10 million from Microsoft and others to bring AI to data science,-3662111110237135231,"Deep Learning for Chatbots, Part 2 - Implementing a Retrieval-Based Model in Tensorflow",365571143597993923,Power to the People: How One Unknown Group of Researchers Holds the Key to Using AI to Solve Real...,786135087362634258,Why Steve Jobs Was Proud to Steal Ideas
4328888515190573663,Vídeo impactante faz você sentir na pele o preconceito contra LGBTs,1649085803937938638,Lilly Wachowski Makes First Public Appearance Since Coming Out as Transgender,2633033854118851671,Como o novo algoritmo do Facebook afeta sua estratégia de Marketing,4296604388230897073,"No ""Altas Horas"", garoto filho de casal homoafetivo dá lição contra a homofobia",2927476152522512441,Equal Pay Day in the spotlight this year,8326017498198914888,"""Strut"", reality de modelos trans produzido por Whoopi Goldberg, ganha primeiro trailer"
7077639154797499584,[Tools] XMind Plus - Last Chance for students' 1$ gift,7401798504722165526,"[Techniques] Será que você está fazendo ""brainstorm"" da forma correta? - Blog Locaweb - Notícias sobre tecnologia, programação e muito mais.",5726008417498979736,[Framework] Lean IT Governance,2513724012883866928,[Webinar] PMI | Project Management Institute,-1463025432902754108,Transformação digital na Saúde: 3 pilares que devem ser reinventados - Saúde Business,-5794047401651735687,Dasa compra rede de laboratórios SalomãoZoppi
-3605608255586388018,"GitHub broke my 1,000 day streak - Free Code Camp",-8734181034726403477,Windows Subsystem for Linux Overview,7345394467579731315,Introducing the IBM Bluemix Garage Method Field Guide - Bluemix Blog,6409304780354173378,Open Sourcing Twitter Heron | Twitter Blogs,-8449536481786923901,Recently confirmed Myspace hack could be the largest yet,8424505741986577894,4 Blockchain Macro Trends: Where to Place Your Bets
-1525688508571111688,Introducing JIRA Software for iPhone,6615662748793536194,Especial: O papel dos grandes provedores de TI na Rio 2016,-5941854046477982982,Google lança teclado virtual para iPhone com recursos de pesquisa | Google Discovery,-9040419159428373932,"Depois da Inteligência Artificial, vem aí a Inteligência Paralela",-9152398073968262186,"Microsoft Is Now 'Open By Default', Says Xamarin Founder Miguel de Icaza",7511744555558105059,7 Ways Meditation Can Actually Change The Brain
-4893195573827770029,The cynical bankers' trick: show me the money - Chris Skinner's blog,-2630716662499331227,Digital Consumers Forced to Open Accounts in Branches,-4925213312961842798,American Express ... and the Book of Mormon - Chris Skinner's blog,-3645539449929727083,"Why 3,000 bank branches must close",-3060116862184714437,Where is the bank's digital vision? - Chris Skinner's blog,-8243488279185272615,"Elopar lança o ""Digio"", cartão para brigar com Nubank"
-659411840002799494,Bill Gates Recommends These 9 Books to Make You a Better Entrepreneur and a Better Person,-1672165618620086344,Planejamento Estratégico Pessoal | Endeavor Brasil,6953968734027801757,"""Disrupção não depende da tecnologia, depende das pessoas"": as lições do cofundador do Waze - Startupi",-1104501717379772664,"Mastercard disponibiliza autenticação de pagamento por ""selfie"" no Brasil e México - Startupi",-7255737497176527784,Siga o líder,3510349622718287202,20 Percent Will Stop Reading Your Email If You Make This One Mistake
2951308020527021494,Rimini Street anuncia suporte para Oracle ATG Web Commerce | EXAME.com,6909761382991856804,"Fundador da Netshoes fala ao E-Commerce Brasil sobre inovação, gestão de pessoas e futuro",2215773447123360543,Como a Netshoes se preparou para a Black Friday deste ano,-9157338616628196758,Situação financeira ruim de varejistas pressiona shoppings e eleva renegociações - Home - iG,9121100366909552616,VTEX expande parceria com SafetyPay para oferecer pagamento via lotéricas - IDG Now!,-2167839778474325326,Black Friday salva o ano do e-commerce
3720742491238027703,29 Common Google Analytics Data Errors And How To Fix Them,7469361608711738006,Land Rover's lead engineer explains autonomous off-road driving,4460664691673874476,"Microsoft comprará LinkedIn por 26,2 bilhões de dólares | EXAME.com",3310859214930485296,"Em Paris, livraria troca estoque por máquina que imprime obras na hora",4441012164161473407,5 Ways to Save Time During Research | Viget,4702466408529036844,Unilever cria e-commerce para lojas de bairro | EXAME.com
167668355036921406,"Canonical libera patches de segurança para os sistemas Ubuntu 12.04, 14.04, 16.04, 16.10 e derivados",722931447608069342,Serasa Experian realiza hackathon com prêmios de até R$10 mil - Startupi,-2864378895481874465,Machine Learning Unconference,3256054536066714292,Google moves to replace Flash with HTML5,4915137112517573184,Portugal runs for four days straight on renewable energy alone,8835339470389644264,Aplicativos do Android agora podem reagir com o ambiente | Google Discovery
7323176445666562417,Facebook wants to change the way Australians use mobile banking,8300126456272756546,Sphero's BB-8 toy will now watch The Force Awakens with you,2668385070649954934,"Walgreens now lets you digitally clip coupons from its iOS app, redeem in-store through Apple Pay with loyalty card",-5204755921272353160,The Progress of Web Apps - On the Edge,8267509427016592713,The Art Of Layout Testing With Galen Framework - Smashing Magazine,-3751398885033121551,Gmail e Inbox by Gmail terão suporte a e-mails com design responsivo | Google Discovery
-1051830303851697653,Google Drive Is Scary-Smart at Searching Your Images,8497861351486449784,"Inside Capacitor, BigQuery's next-generation columnar storage format | Google Cloud Big Data Blog",4548329563501022787,"Inside Capacitor, BigQuery's next-generation columnar storage format | Google Cloud Big Data Blog",-548495338204268789,"Inside Capacitor, BigQuery's next-generation columnar storage format | Google Cloud Big Data Blog",6669026579073415958,IBM Watson is about to make Slack's chat bot smarter,-2181071289972835602,Google cloud to OpenStack users: Come on in!
-253149055249888078,Google Is in a Fierce Global Race for Scarce AI Talent,,,,,,,,,,
-1151034582628982912,New JavaScript library brings Java to browsers without applets,3702150017806959874,Requiem for a Dream (2000),5232169374213306041,Mulholland Drive (2001),-5411404485622449820,Labyrinth of Lies (2014),-8935051432668167578,The Big Lebowski (1998),-5289386635926629588,Punch-Drunk Love (2002)
-9064100704535292718,Stackdriver Trace for App Engine is GA; app latency has nowhere to hide,-6742146164569753679,"[1701.02952] Unhappy Developers: Bad for Themselves, Bad for Process, and Bad for Software Product",6716649347760033969,Lossless Web Navigation with Trails,2572662123697831414,Now sites can fingerprint you online even when you use multiple browsers,7270966256391553686,Announcing .NET Core 1.0,2244894675266276573,"Microservices Reference Architecture, Part 4 -12‑Factor App"
6419848550542384295,"Our Goal is to Replace Your Need for a Bank, Says Blockchain Co-Founder and CEO Nicolas Cary",5266164468981660031,Intel's internal IoT platform for real-time enterprise analytics,1586004000405879970,Gold Backed Digix Raises Millions in Hours on Ethereum Blockchain Crowdsale,-6249065792190816357,"Walt Disney Now Loves Blockchain, Going Trustless in Seattle",-7259527987837041658,Search API,-5578229678262992168,Don't take my money: Why mobile payments haven't taken off - yet
2259988589066296676,Meio&Mensagem,-746073086109727488,How to get the most from your agency relationships in 2017,4634963407423735625,Se eu fosse fundar uma nova agência... - Meio & Mensagem,6858632230975272305,"Zendesk's ""Automatic Answers"" taps machine learning, AI to generate bot-style email responses",5293701842202310496,Can Accenture Take Over Advertising?,3746463631389880443,Adobe quer potencializar área de marketing digital - Meio & Mensagem
-8245663037926520114,O machismo também mora nos detalhes - Think Olga,6206342468637502921,Como contar histórias para marcas - Podcast A Voz Da Marca ep2,4056017896532335209,Amazon Widens Its Push-Button E-Commerce Horizons,2910288655685129221,Black Mirror (TV Series 2011- ),-7812176982819372240,Sete Reinos,-4024233104105796278,Password Policy
-3780822597455574960,Top Programming Languages Trends: The Rise of Big Data,3380406830501456504,GE integra inteligência artificial Alexa em uma lâmpada circular,-498521148402713730,Building immutable entities into Google Cloud Datastore,-4132331404553626868,Gartner Reprint,-1483274517395674620,Test and deploy to Google App Engine with the new Maven and Gradle plugins,-1419188045265393093,"Google Cloud Endpoints now generally available: a fast, scalable API gateway"
5847042211895226591,Elastic Stack 5.0.0 Released,-6171950598721418038,How To Avoid Equidistant HSV Colors,-569322218183730892,Cello,5658615529969625284,NES Classic Edition Coming This November,-2375266175756882986,Aligning text smartly in CSS,-3105075547863520421,Peter Doig sued for disavowing 40-year-old painting
-4027027091658759481,How I sped up the initial render of my Polymer app by 86%,8589361101754366293,Acesse a versão Material Design do YouTube | Google Discovery,-89955207814154444,Infrequently Noted,-70211258489242437,Anaqueen Skywalker: um mashup de Star Wars com Bohemian Rhapsody,-5618100784509704440,WebAIM: WebAIM's WCAG 2.0 Checklist - for HTML documents,2668385070649954934,"Walgreens now lets you digitally clip coupons from its iOS app, redeem in-store through Apple Pay with loyalty card"
8483892789913825147,Cookbook,-5808672937983623398,How Netflix does A/B testing - InVision Blog,5380540855517464621,Today in Apple history: Happy birthday Steve Wozniak,4869691310149728361,"R.I.P. David Bunnell, founder of MacWorld | Cult of Mac",3801064060797809024,How Green Was My Valley (1941),8200662919796009914,Cartography Comparison: Google Maps & Apple Maps
-5002383425685129595,Changing change management,-4216050818952952471,Google acquires deep search engine Kifi to enhance its Spaces group chat app,6352416307575007029,The Home Of The Internet Of Things: Everywhere,-5679515279292214033,Honda: mulheres já respondem por 50% das vendas via consórcio,-5238066650780855302,Ahead of the curve: The future of performance management,-6463637573325658465,Carros conectados impulsionarão diferentes indústrias | Sonho Seguro
-7126520323752764957,"How Google is Remaking Itself as a ""Machine Learning First"" Company - Backchannel",7155061818771055780,Wide & Deep Learning: Better Together with TensorFlow,-377975173223377441,"DARPA Goes ""Meta"" with Machine Learning for Machine Learning",-5253644367331262405,"Hello, TensorFlow!",201515581783532281,CrowdFlower raises $10 million from Microsoft and others to bring AI to data science,-6467708104873171151,5 reasons your employees aren't sharing their knowledge
2072448887839540892,"Welcome to GoogleBank, Facebook Bank, Amazon Bank, and Apple Bank - Enrique Dans",3715130189384008388,JPMorgan is Quietly Developing a Private Ethereum Blockchain - CoinDesk,-8900113512825364282,Banking Needs a Customer Experience Wake-Up Call,-3750879736572068916,"No, Apple isn't the next BlackBerry - it's the next Microsoft",-2899726011463496555,XP quer ter banco no Brasil e vai abrir escritório em Genebra este mês,-4770861947600256785,Unilever Buys Dollar Shave Club for $1 Billion
-6739959707791598779,Introduction To Chatbots,-6659933088254630422,How to E-Mail a Busy Person & get a Reply - Desk of van Schneider,3128282567747885251,Pury - New Way to Profile Your Android Application,957332268361319692,Tasting Dagger 2 on Android,660451400045043370,Duolingo's chatbots help you learn a new language,8195862936106508846,Client-side ranking to more efficiently show people stories in feed
5431399346444238856,Intel buys computer vision startup Itseez to improve navigation in self-driving cars,7395435905985567130,The AI business landscape,1662917027785920354,"Gchat Was the Future of Messaging, But Google Didn't Know What It Had",-3820497466351868775,DeepMind moves to TensorFlow,9122627895188486603,Task management app Asana raises $50M at a $600M valuation led by YC's Sam Altman,5314107418764884230,Deep learning software knows that a rose is a rose is a rosa rubiginosa
685073630661800600,[Tools] See how the JIRA Portfolio team uses JIRA Portfolio,5726008417498979736,[Framework] Lean IT Governance,7401798504722165526,"[Techniques] Será que você está fazendo ""brainstorm"" da forma correta? - Blog Locaweb - Notícias sobre tecnologia, programação e muito mais.",-1463025432902754108,Transformação digital na Saúde: 3 pilares que devem ser reinventados - Saúde Business,-5784228041033890044,[E-learning] Design Thinking for Innovation - University of Virginia | Coursera,-5794047401651735687,Dasa compra rede de laboratórios SalomãoZoppi
-1463025432902754108,Transformação digital na Saúde: 3 pilares que devem ser reinventados - Saúde Business,-5794047401651735687,Dasa compra rede de laboratórios SalomãoZoppi,-1068603220639552685,Onde a tecnologia e o cuidado se encontram? - Saúde Business,5726008417498979736,[Framework] Lean IT Governance,2050138727387005412,"Dasa anuncia compra do laboratório Leme, da Bahia",7077639154797499584,[Tools] XMind Plus - Last Chance for students' 1$ gift
6947862790919978120,Java Microservices: The Cake is a Lie but You Can't Ignore It | Takipi Blog,-1138633255366005559,Kaol Porfírio luta como uma garota! - Think Olga,2930191803881821526,Node.js Best Practices - How to Become a Better Developer in 2017 | @RisingStack,7023677777837267720,I Peeked Into My Node_Modules Directory And You Won't Believe What Happened Next - friendship .js,2262656830196923781,"Tabs vs Spaces: How They Write Java at Google, Twitter, Mozilla and Pied Piper | Takipi Blog",-4412848927260591416,New Africa Trend Briefing from TrendWatching | BETTER TECH
-1257839697539084047,Digital banking: Mondo hopes to become the Google or Facebook of the sector,-8119612270825155371,O papel das startups dentro de um ecossistema de inovação em robótica - Startupi,-5578229678262992168,Don't take my money: Why mobile payments haven't taken off - yet,-5452374239565071760,"Blispay, the financing program for SMBs, raises $12.75M in seed funding",3076823183761975019,This is the scientific reason we're addicted to our phones,-1868297195590431285,Blockchain CEO's Business Advice on Bitcoin Startups
8946250624470221174,Today in Apple history: iCloud takes our files and photos to the sky | Cult of Mac,5817939718364925129,Today in Apple history: Steve Jobs passes away | Cult of Mac,4869691310149728361,"R.I.P. David Bunnell, founder of MacWorld | Cult of Mac",5380540855517464621,Today in Apple history: Happy birthday Steve Wozniak,2847365042071859088,IBM now uses more Macs than any other company | Cult of Mac,-7766518409111702133,Today in Apple history: Steve Jobs resigns as Apple CEO
2441555519716118559,Google tag manager Workspaces - Como funciona?,5271205718596251417,9 Rules of Open-Office Etiquette,5473340184873040894,Vivo cria laboratório de dados para impulsionar uso de Big Data,-4948717594596229869,Inteligência Analítica: como a Disney utiliza Analytics - Metanalytics,-1511619461666295654,Gestão de Dados: 10 questões básicas sobre seu uso,7778744448313924630,Alphabet testará drones de entrega nos Estados Unidos
-7474372733748503487,"Estonia wants to become a 'country as a service' and already has 10,000 virtual residents",7516228655554309785,A digital crack in banking's business model,3715130189384008388,JPMorgan is Quietly Developing a Private Ethereum Blockchain - CoinDesk,-2899726011463496555,XP quer ter banco no Brasil e vai abrir escritório em Genebra este mês,8969476626572775042,What it Means to Be a 'Growth Hacker' According to Julie Zhou,6045455576279706291,Google isn't abandoning Hangouts for its new chat apps
-3170829374166745427,[Article] 23 fascinating diagrams reveal how to negotiate with people around the world,5518462222339671372,Capturing China's $5 trillion productivity opportunity,-8202212195240926680,Cover-More to raise $73.3 million to buy Travelex insurance unit,-1024046541613287684,Australian Bitcoin Entrepreneur Launches Robo-Advice Platform,7963184191158282052,Johnson & Johnson Targets 85% of Apps in Cloud by 2018,4807410384082534048,Neoliberalismo a ideologia na raiz de todos os nossos problemas
-115909536143817330,8 must-see sessions for application developers at Google Cloud Next '17,8905656922810620012,Hedron: Or my dissatisfaction with local development #Drupal,6034099213718885791,Evaluating the Chinese Developer Community,3575694866055127253,Drupal 8.1.0 is now available,-91139000311163410,Drupal 8 CI/CD with Docker via Jenkins. Part 1: Integration,6634206168889468590,3. The case for Drupal and SaaS
6045455576279706291,Google isn't abandoning Hangouts for its new chat apps,8413971365124666862,"Building Chatbots with Node.js - Online Training - July 13 & 14, 2016",-1419343869401004365,O deslize da Pepsi ajudou a Pizza Hut e KFC,3995377148178067553,"Celular se torna principal meio de acesso à internet nos lares, diz IBGE",8084284001249507595,Microsoft Continues to Embrace Ethereum & Bitcoin - Bitcoin News,-2697906762425596568,"Tenho várias ideias de negócios, qual devo levar adiante?"
-1625815289565836489,Google's OnHub router finally gets some smart home features via IFTTT,6980529106338478812,Why The New Chatbot Invasion Is So Different From Its Predecessors,966067567430037498,To bot or not to bot,-799315203186826480,What to Expect at WWDC 2016,-9045753673721269477,BIG BRAND REDEMPTION | New free Trend Briefing from TrendWatching,-1313614305945895108,Ordering coffee in Italy: the 10 commandments
2581138407738454418,10 Modern Software Over-Engineering Mistakes,8729086959762650511,"What do you mean by ""Event-Driven""?",2244894675266276573,"Microservices Reference Architecture, Part 4 -12‑Factor App",1403599387299754918,"Stream processing, Event sourcing, Reactive, CEP... and making sense of it all",-6156751702010469220,The Broken Window Theory,-2377881752614744441,Certeza que devemos marcar uma reunião?
-8277924497842156608,GitHub on BigQuery: Analyze all the open source code,-3307413259092352650,An Overly Thorough Guide To Underused Android Libraries,-5678159351655490918,Roupas com Wifi e GPS? Desenvolvedor une tecnologia com o universo têxtil - Startupi,-3059841990815099417,AWS Certified Solutions Architect Professional – Study Guide – Domain 2.0 Costing,5442191984600038712,Google Cloud Status,-4458371007893120981,Achievement Unlocked : AWS Certified Solutions Architect Professional
589254894302309232,These 17 life hacks will change the way you use Gmail,8433131156569129937,"Predicting the future, one week at a time",8295457724580096419,The Startup Zeitgeist,-8980834789053459155,Ingenious Shirt Uses Recognizable Icons to Help Break Language Barriers When Traveling,-3718969219417182449,Platforms are the real powerhouses in Silicon Valley's business landscape,5834671664627894569,Slack raises $200m at $3.8b valuation for business messaging
-7732246497578572511,Taking the Apple Watch Nike+ for a spin,1099809408921653201,React v15.0.1 | React,3467834993860080188,15 Interesting JavaScript and CSS Libraries for October 2016,-9020955625521881630,KFC chinês adota robô que escaneia clientes para sugerir menu - Startupi,3770082505811422124,Webinar: A Internet das Coisas no Brasil,5669290109546991426,"Signs suggest that 101Hero, the $49 3D printer, was too good to be true"
2474876390020567211,Communication Within an Android App With EventBus,5947470908330062710,Apache Spark as a Compiler: Joining a Billion Rows on your Laptop: A deep dive into the new Tungsten Engine.,-5314778455998444995,Android Fundamentals: IntentService Basics,3884256359744615997,"So, You Want A Table, Huh?",-4575943417765899041,What Software Engineers Earn Compared to the General Population,-1683903891018782242,AWS Certified Solutions Architect Professional – Study Guide – Domain 5.0: Data Storage for a complex large scale deployment
